"Keyword","Position","Previous position","Search Volume","Keyword Difficulty","CPC","URL","Traffic","Traffic (%)","Traffic Cost","Competition","Number of Results","Trends","Timestamp","SERP Features by Keyword","Keyword Intents","Position Type"
"好き 伝え 方","1","1","260","21","0.00","https://zexy.net/contents/lovenews/article.php?d=20210907","33","0","0.00","0.33","148","[82,82,100,82,67,67,54,67,44,54,44,54]","2026-06-27","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"4 月 結婚 良い 日","10","10","260","19","0.00","https://zexy.net/article/app000101064/","1","0","0.00","0.04","91","[3,7,1,4,9,9,17,39,59,100,59,2]","2026-06-25","Sitelinks, AI overview, Short videos, People also ask","informational","Organic"
"4 月 結婚 良い 日","1","1","260","19","0.00","https://zexy.net/article/app002301005/","33","0","0.00","0.04","91","[3,7,1,4,9,9,17,39,59,100,59,2]","2026-06-25","Sitelinks, AI overview, Short videos, People also ask","informational","Organic"
"結婚 式 ウェルカム ボード イラスト","5","5","260","22","0.72","https://zexy.net/article/app002103034/","10","0","7.00","0.99","197","[66,66,100,81,100,66,53,81,66,81,66,66]","2026-07-17","Sitelinks, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"私 の 好き な 人 もしかして","3","3","260","27","0.00","https://zexy.net/contents/lovenews/article.php?d=20200515","18","0","0.00","0.33","9","[0,0,1,0,1,6,16,24,30,67,82,100]","2026-07-20","Sitelinks, Video, Short videos, People also ask","informational","Organic"
"セックス マンネリ 防止","7","7","260","40","0.01","https://zexy.net/article/app002305033/","7","0","0.00","0.11","41","[100,81,100,100,100,100,81,100,100,100,81,81]","2026-07-19","AI overview, People also ask","informational","Organic"
"cartier バレリーナ","10","10","260","30","0.02","https://zexy.net/ring/brand_c/cartier/engage/112","0","0","0.00","0.56","179","[30,24,24,24,30,24,24,30,100,24,24,19]","2026-07-13","Sitelinks, Image, Image pack, Short videos, People also ask, Twitter, Feature_34","navigational","Organic"
"ウェディング ケーキ スクエア","3","3","260","29","0.00","https://zexy.net/article/app002003014/","18","0","0.00","0.01","179","[100,100,100,100,66,66,66,66,81,66,66,66]","2026-08-07","Sitelinks, Image, Image pack, Video, Short videos, Popular products, Feature_34","informational","Organic"
"夢 ヘビ","6","6","260","26","0.00","https://zexy.net/contents/lovenews/article.php?d=20240530","7","0","0.00","0","20","[81,81,81,100,81,81,81,81,81,66,81,100]","2026-07-17","AI overview, Video, Short videos, People also ask","informational","Organic"
"カップル の 会話","2","2","260","27","0.00","https://zexy.net/contents/lovenews/article.php?d=20250930","10","0","0.00","0","119","[66,66,100,66,81,66,66,100,81,81,81,81]","2026-08-12","Sitelinks, AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"記念 日 語呂合わせ","2","2","260","18","0.03","https://zexy.net/article/app002601014/","33","0","0.00","0.02","104","[67,67,100,67,100,100,54,67,67,67,44,54]","2026-07-07","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"両 片思い 大人","6","6","260","17","0.00","https://zexy.net/contents/lovenews/article.php?d=20250326","7","0","0.00","0.33","18","[67,67,82,100,67,67,67,44,54,44,54,54]","2026-07-20","AI overview, Short videos, People also ask","informational","Organic"
"チャペル 中洲","5","5","260","40","0.00","https://zexy.net/wedding/fukuoka/st_990522/chapel/","2","0","0.00","0.33","107","[36,36,54,54,44,67,82,100,67,82,82,100]","2026-07-19","Sitelinks, Knowledge panel, Twitter","navigational","Organic"
"結婚 したら やる こと 男","4","4","260","15","0.03","https://zexy.net/article/app001912015/","13","0","0.00","0.07","140","[100,82,82,67,67,67,67,44,67,44,44,36]","2026-08-12","AI overview, Video, Short videos, People also ask","informational","Organic"
"カルティエ ショップ","3","3","260","37","1.42","https://zexy.net/ring/brand_c/cartier/shop/","10","0","14.00","0.74","163","[81,81,81,81,66,66,100,100,53,53,53,66]","2026-07-03","Sitelinks, Short videos, People also ask, Local pack","transactional","Organic"
"婚姻 届 主 な 仕事","1","1","260","15","0.03","https://zexy.net/article/app002411017/","122","0","3.00","0.11","101","[100,81,66,100,100,81,66,100,81,66,53,66]","2026-08-02","Sitelinks, Short videos, People also ask","informational","Organic"
"妊娠 乳首 大きく なる","6","6","260","17","0.00","https://zexy.net/newlife/manual/maternity/mama_011.html","7","0","0.00","0.33","96","[81,100,81,81,81,66,81,66,53,66,66,66]","2026-07-15","AI overview, Image, Image pack, Short videos, People also ask","informational","Organic"
"ティアラ 髪型 プリンセス","1","1","260","20","0.00","https://zexy.net/article/app002301035/","122","0","0.00","0.32","128","[100,100,100,100,82,54,67,54,54,67,54,54]","2026-08-17","Sitelinks, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"席次 表 手作り おしゃれ","2","2","260","18","0.43","https://zexy.net/article/app002402022/","33","0","14.00","0.89","138","[81,100,100,100,66,53,81,81,81,66,53,44]","2026-08-11","Sitelinks, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"10 月 の 結婚 式","8","8","260","15","1.81","https://zexy.net/article/app002208021/","7","0","12.00","0.17","168","[44,81,100,100,15,12,29,19,29,24,29,36]","2026-08-09","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"ミカド シルク","3","2","260","10","0.00","https://zexy.net/article/app000101423/","13","0","0.00","0.09","164","[67,54,67,54,54,67,82,100,82,82,82,82]","2026-08-18","Sitelinks, AI overview, Image, Image pack, Video, Video Carousel, Short videos, People also ask, Feature_34","commercial, informational","Organic"
"婚姻 届 転入 届 同時 書き方","2","2","260","16","0.00","https://zexy.net/navi/hirouen/manual34.html","23","0","0.00","0.01","108","[100,82,67,67,82,54,67,67,67,82,82,28]","2026-07-29","Sitelinks, AI overview, Short videos, People also ask","informational","Organic"
"結婚 祝い金 書き方","1","1","260","26","0.01","https://zexy.net/mar/manual/guest_gosyugi/chapter2.html","122","0","1.00","0.02","110","[66,66,100,100,100,100,66,66,100,81,81,53]","2026-08-09","Sitelinks, Image, Image pack, Video, Video Carousel, Short videos, People also ask, Twitter","informational","Organic"
"結婚 式 タキシード 白","3","3","260","16","0.00","https://zexy.net/article/app002504027/","18","0","0.00","0.2","144","[100,82,67,67,54,67,54,54,54,67,54,82]","2026-07-14","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask","commercial","Organic"
"嫁 セックス レス","4","4","260","27","0.02","https://zexy.net/article/app000100100/","13","0","0.00","0.02","139","[100,100,82,67,54,67,67,54,54,54,67,54]","2026-08-03","Sitelinks, AI overview, Image pack, Video, Short videos, People also ask","informational","Organic"
"顔合わせ お 礼状","1","1","260","16","0.00","https://zexy.net/article/app000100475/","122","0","0.00","0.33","109","[82,67,100,82,82,67,54,82,67,54,67,44]","2026-08-17","Sitelinks, Image, Image pack, Short videos, People also ask","informational","Organic"
"結婚 指輪 いつ 外す","1","1","260","13","0.05","https://zexy.net/mar/manual/ring_info/article_148.html","33","0","1.00","0.11","109","[100,81,100,66,81,81,81,81,66,81,66,81]","2026-07-02","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"金 三 万 円 見本","6","6","260","16","0.00","https://zexy.net/mar/manual/guest_gosyugi/chapter2.html","3","0","0.00","0.33","109","[100,39,17,32,26,14,14,21,17,14,21,17]","2026-08-10","Image, Image pack, Video, Video Carousel, Short videos, People also ask, Twitter","informational","Organic"
"婚姻 届 受理 時間 かかる","3","3","260","16","0.00","https://zexy.net/article/app002510006/","13","0","0.00","0.33","908000","[100,54,44,44,54,44,44,36,44,36,29,29]","2026-07-27","Sitelinks, AI overview, Short videos, People also ask","informational","Organic"
"二次会 新婦 ドレス","7","7","260","16","0.22","https://zexy.net/article/app000100801/","10","0","2.00","0.98","184","[67,82,82,100,67,54,82,67,67,67,82,54]","2026-08-11","Sitelinks, Image, Short videos, People also ask, Feature_34","commercial","Organic"
"ペア プレゼント カップル","8","8","260","20","0.09","https://zexy.net/contents/lovenews/article.php?d=20200206","6","0","0.00","1","199","[24,29,29,36,67,100,24,24,29,29,29,29]","2026-08-02","Sitelinks, AI overview, Image, Video, Short videos, People also ask, Feature_34","commercial, informational","Organic"
"綿帽子 と は","2","2","260","16","0.00","https://zexy.net/article/app002509009/","18","0","0.00","0.33","95","[35,35,44,44,44,81,100,54,44,54,67,67]","2026-08-06","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask, Twitter","informational","Organic"
"line の アイコン 性格","2","2","260","15","0.00","https://zexy.net/contents/lovenews/article.php?d=20240130","33","0","0.00","0.33","106","[66,81,66,54,100,81,36,24,12,24,15,12]","2026-07-10","Sitelinks, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"旦那 が 浮気 し てる 夢","9","9","260","19","0.00","https://zexy.net/contents/lovenews/article.php?d=20210712","6","0","0.00","0.33","96","[44,36,36,54,54,44,36,44,44,100,44,44]","2026-07-15","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"三滝 荘 結婚 式","9","9","260","25","0.79","https://zexy.net/wedding/c_7770014134/","2","0","1.00","0.41","109","[66,66,100,100,100,100,66,81,53,81,81,66]","2026-07-02","Image pack, Video, Short videos, People also ask, Knowledge panel, Twitter","informational, transactional","Organic"
"婚約 指輪 左手","1","1","260","14","0.16","https://zexy.net/mar/manual/ring_info/marriage_kiso_article6.html","33","0","5.00","0.04","106","[66,100,81,81,81,100,81,66,81,66,81,81]","2026-08-16","AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"mokumeganeya","9","9","260","50","3.31","https://zexy.net/ring/c_7770017283/","0","0","0.00","0.57","0","[44,54,67,100,82,82,82,67,67,82,82,54]","2026-08-07","Sitelinks, Video, Video Carousel, Short videos, People also ask, Local pack, Knowledge panel, Twitter","navigational","Organic"
"ラヴィマーナ 神戸 最悪","5","5","260","17","0.00","https://zexy.net/wedding/c_7770020950/kuchikomi/kb_1001349245/","10","0","0.00","0.33","105","[100,82,100,100,67,44,67,67,67,44,54,44]","2026-08-18","AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"友人 引き出物 相場","3","3","260","21","0.58","https://zexy.net/article/app000000406/","13","0","7.00","0.32","108","[82,100,100,82,67,44,82,54,67,67,54,67]","2026-08-15","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"名古屋 ウエディング","1","1","260","20","1.56","https://zexy.net/wedding/aichi/a_0526/","18","0","28.00","0.62","124","[67,67,100,54,67,54,67,54,67,67,54,54]","2026-07-26","Video, Short videos, People also ask, Local pack","commercial","Organic"
"ヒルトン 東京 ベイ 電話 番号","8","8","260","48","0.00","https://zexy.net/wedding/c_7770088895/mapTel/","0","0","0.00","0.02","109","[82,100,82,82,82,82,67,67,54,54,67,54]","2026-08-01","AI overview, Short videos, People also ask, Knowledge panel, Hotels pack, Twitter","informational, navigational","Organic"
"旭川 ベル クラシック","10","10","260","22","0.47","https://zexy.net/wedding/c_7770005428/kuchikomi/","0","0","0.00","0.1","171000","[81,81,100,100,66,81,81,100,100,81,100,81]","2026-06-25","Sitelinks, Image, Image pack, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"ほくろ 指","10","10","260","12","0.00","https://zexy.net/contents/lovenews/article.php?d=20240523","2","0","0.00","0","112","[100,81,81,66,81,81,66,81,81,100,81,81]","2026-08-17","Image, Image pack, Short videos, People also ask","informational","Organic"
"chanel マリッジ リング","4","4","260","31","0.53","https://zexy.net/ring/brand_c/chanel/marriage/","2","0","1.00","0.4","168","[66,66,66,81,81,66,100,100,66,66,81,81]","2026-07-03","Sitelinks, Ads top, Image, Short videos, People also ask, Twitter, Feature_34","transactional","Organic"
"手書き 招待 状","6","6","260","17","0.00","https://zexy.net/article/app002006035/","7","0","0.00","0.05","113","[100,81,81,81,81,81,100,100,81,44,53,53]","2026-08-01","Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"お祝い 書き方 金額","2","2","260","23","0.00","https://zexy.net/mar/manual/guest_gosyugi/chapter2.html","18","0","0.00","0","126","[29,29,36,36,29,29,29,100,54,54,36,29]","2026-08-02","Sitelinks, AI overview, Image, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"自分 が ダメ すぎ て 嫌 に なる","5","5","260","18","0.21","https://zexy.net/contents/lovenews/article.php?d=20250527","10","0","2.00","0.07","46700000","[100,82,67,54,82,67,67,67,54,36,36,54]","2026-06-26","Sitelinks, AI overview, Video, Short videos, People also ask, Ads bottom","informational","Organic"
"紫 花束 意味","6","6","260","12","0.00","https://zexy.net/contents/lovenews/article.php?d=20231011","7","0","0.00","0.33","14","[44,36,36,44,36,36,36,54,66,100,44,44]","2026-07-18","Sitelinks, AI overview, Image, Video, Short videos, People also ask","informational","Organic"
"夫婦 性交","6","6","260","48","0.00","https://zexy.net/article/app002203039/","10","0","0.00","0.33","131","[100,82,54,67,54,54,67,44,67,67,54,44]","2026-08-17","Sitelinks, People also ask","informational","Organic"
"男 マリッジ ブルー","6","6","260","14","0.00","https://zexy.net/article/app000000775/","7","0","0.00","0.01","107","[100,100,100,81,66,81,100,66,66,66,81,66]","2026-07-23","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"結婚 式 職場 の 人","9","9","260","18","0.00","https://zexy.net/article/app002311015/","6","0","0.00","0.33","131","[100,81,81,100,100,81,81,100,81,81,66,81]","2026-07-14","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"結婚 式 職場 の 人","1","1","260","18","0.00","https://zexy.net/article/app002104041/","33","0","0.00","0.33","131","[100,81,81,100,100,81,81,100,81,81,66,81]","2026-07-14","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"病める 時 も 健やか なる 時 も 意味","4","4","260","18","0.00","https://zexy.net/article/app002605002/","13","0","0.00","0.33","106","[35,67,67,44,10,29,23,35,35,54,100,100]","2026-07-31","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"恋愛 やり方","1","1","260","17","1.63","https://zexy.net/contents/lovenews/article.php?d=20250128","33","0","53.00","0.03","19","[44,35,29,29,54,67,67,100,67,67,67,81]","2026-07-19","AI overview, Short videos, People also ask","informational","Organic"
"フィー リング とは","9","9","260","24","0.00","https://zexy.net/contents/lovenews/article.php?d=20240704","6","0","0.00","0.33","105","[29,29,29,44,100,44,24,29,24,29,29,29]","2026-07-06","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"サシ で 行く","6","6","260","27","0.00","https://zexy.net/contents/lovenews/article.php?d=20200610","7","0","0.00","0.33","110","[100,11,9,7,7,9,9,6,7,4,6,3]","2026-08-08","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"御 祝儀 住所","5","5","260","23","0.00","https://zexy.net/freeword/%E3%81%94%E7%A5%9D%E5%84%80%E8%A2%8B%20%E6%9B%B8%E3%81%8D%E6%96%B9%20%E4%BD%8F%E6%89%80/","10","0","0.00","0.01","125","[44,44,82,100,100,54,36,54,67,54,82,44]","2026-08-01","Sitelinks, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"パール 髪 飾り 結婚 式","4","4","260","12","0.08","https://zexy.net/article/app002407015/","10","0","0.00","1","208","[54,67,100,81,67,44,54,54,67,44,54,35]","2026-07-21","Sitelinks, Image, Image pack, Video, Short videos, People also ask, Feature_34","commercial","Organic"
"サージカル ステンレス 結婚 指輪","4","4","260","17","0.31","https://zexy.net/mar/manual/ring_info/kiso_sozai_article12.html","13","0","4.00","1","186","[67,67,67,67,67,67,67,82,82,82,67,100]","2026-07-04","Sitelinks, Video, Short videos, People also ask, Feature_34","commercial","Organic"
"手相 左手 運命 線","7","7","260","18","0.00","https://zexy.net/contents/lovenews/article.php?d=20240118","7","0","0.00","0.33","103","[54,54,67,44,67,82,100,82,82,67,67,67]","2026-07-22","Sitelinks, AI overview, Short videos, People also ask","informational","Organic"
"男 脈 なし","10","10","260","16","0.00","https://zexy.net/contents/lovenews/article.php?d=20260224","1","0","0.00","0","124","[81,81,100,81,81,81,66,66,53,66,100,66]","2026-06-25","Sitelinks, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"夢 占い プロポーズ され る","2","2","260","17","0.00","https://zexy.net/contents/lovenews/article.php?d=20251113","18","0","0.00","0.33","98","[36,36,36,36,44,54,82,67,82,82,100,82]","2026-08-18","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"レストラン ウェディング 挙式 なし","7","7","260","13","1.57","https://zexy.net/wedding/tokyo/restaurantwedding/tag_611/","7","0","10.00","0.52","108","[82,100,82,67,67,44,82,54,67,54,54,54]","2026-08-11","Sitelinks, AI overview, Video, Short videos, People also ask, Twitter","commercial","Organic"
"指 キス","10","10","260","25","0.00","https://zexy.net/contents/lovenews/article.php?d=20240307","1","0","0.00","0.33","106","[100,67,82,67,82,54,67,67,67,67,67,67]","2026-06-26","Sitelinks, AI overview, Image pack, Video, Video Carousel, Short videos, People also ask","informational","Organic"
"セクシー な キス","9","9","260","22","0.00","https://zexy.net/contents/lovenews/article.php?d=20240307","2","0","0.00","0.01","146","[19,1,19,24,1,30,8,1,1,19,100,100]","2026-08-04","Video, Video Carousel, People also ask","informational, transactional","Organic"
"胸 が 大きい ドレス","5","5","260","16","0.42","https://zexy.net/article/app000101289/","13","0","5.00","0.91","159","[100,81,81,81,81,81,66,81,66,66,53,53]","2026-07-13","Sitelinks, Image, Video, Short videos, Twitter, Feature_34","commercial","Organic"
"結婚 式 座席 配置","2","2","260","23","0.59","https://zexy.net/article/app002209024/","23","0","13.00","0.02","102","[13,18,36,36,44,67,67,82,82,100,100,100]","2026-07-10","Image, Image pack, Video, Short videos, People also ask, Twitter","informational","Organic"
"グレード レス","7","7","260","18","0.33","https://zexy.net/article/app002108039/","6","0","1.00","0.91","199","[66,81,100,100,100,81,81,100,100,81,66,66]","2026-08-12","Sitelinks, AI overview, Image, Image pack, Short videos, People also ask, Feature_34","commercial, informational","Organic"
"席 札 可愛い","8","8","260","18","0.36","https://zexy.net/article/app002202034/","7","0","2.00","0.99","198","[54,54,54,54,67,54,54,67,54,100,54,54]","2026-07-01","Sitelinks, Image, Image pack, Video, Short videos, Feature_34","commercial","Organic"
"結婚 仕事 辞める","2","2","260","17","0.00","https://zexy.net/article/app000001500/","18","0","0.00","0.01","111","[100,100,81,100,81,81,81,53,81,66,81,81]","2026-07-31","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"結婚 式 挙げ たく ない","3","3","260","17","0.00","https://zexy.net/article/app002002021/","13","0","0.00","0.33","112","[81,100,100,81,81,66,81,66,66,53,66,53]","2026-08-17","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"のし袋 の お金 の 入れ 方","4","4","260","21","0.00","https://zexy.net/mar/manual/guest_gosyugi/chapter2.html","1","0","0.00","0","117","[67,44,54,67,82,67,67,100,82,67,54,54]","2026-07-05","AI overview, Video, Video Carousel, Short videos, People also ask, Related searches","informational","Organic"
"結婚 記念 日 1 年 目 プレゼント","1","1","260","16","0.12","https://zexy.net/article/app002602001/","33","0","3.00","1","100","[44,66,81,100,81,81,66,66,66,81,66,100]","2026-07-04","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"彼 が","4","4","260","28","0.00","https://zexy.net/contents/lovenews/article.php?d=20241226","13","0","0.00","0.33","115","[100,81,81,81,100,100,100,81,66,66,66,100]","2026-06-30","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"天然 言 われる","3","3","260","24","0.00","https://zexy.net/contents/lovenews/article.php?d=20110901","13","0","0.00","0.33","115","[100,100,100,100,81,100,81,66,66,81,81,81]","2026-07-31","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"ガーデン オリエンタル 高 すぎる","9","9","260","18","1.08","https://zexy.net/wedding/c_7770069890/kuchikomi/","2","0","2.00","0.04","107","[82,67,100,100,82,82,54,44,54,67,54,67]","2026-07-04","AI overview, Image pack, Video, Short videos, People also ask, Twitter","informational","Organic"
"ガーデン オリエンタル 高 すぎる","5","5","260","18","1.08","https://zexy.net/wedding/c_7770069890/kuchikomi/kb_1000584030/","10","0","10.00","0.04","107","[82,67,100,100,82,82,54,44,54,67,54,67]","2026-07-04","AI overview, Image pack, Video, Short videos, People also ask, Twitter","informational","Organic"
"結婚 記念 日 の 数え 方","6","6","260","18","0.00","https://zexy.net/article/app002002042/","7","0","0.00","0","96","[44,53,81,100,53,81,81,100,66,81,100,53]","2026-06-26","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"centlegenda","5","5","260","20","1.01","https://zexy.net/wedding/c_7770081089/imageGallery/weddingHall/?inrlead=imageGallery_viewIndividually","7","0","7.00","0.04","108","[81,81,66,66,81,81,100,66,66,53,81,66]","2026-07-05","Ads top, Image, Image pack, Video, Short videos, People also ask, Knowledge panel, Ads bottom, Twitter","informational","Organic"
"友達 の 紹介 恋愛","6","6","260","16","0.00","https://zexy.net/contents/lovenews/article.php?d=20130118","7","0","0.00","0.33","52","[100,100,82,67,67,67,67,54,36,36,44,44]","2026-07-27","Sitelinks, AI overview, Short videos, People also ask","informational","Organic"
"婚約 指輪 いつから つける","3","3","260","14","0.15","https://zexy.net/mar/manual/ring_info/article_130.html","13","0","1.00","0.21","111","[100,100,100,100,100,100,81,81,81,81,81,81]","2026-07-21","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"赤口 に 入籍","1","1","260","16","0.12","https://zexy.net/article/app002507024/","33","0","3.00","0.04","108","[28,28,23,36,54,100,82,100,82,82,67,54]","2026-06-26","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"モラル 日本 語","10","10","260","22","0.00","https://zexy.net/contents/lovenews/article.php?d=20240806","1","0","0.00","0.33","110","[81,66,66,81,81,100,81,66,66,81,66,81]","2026-08-06","Sitelinks, AI overview, Video, Short videos, People also ask, Twitter","informational","Organic"
"入籍 報告 上司","1","1","260","17","0.00","https://zexy.net/article/app002112008/","33","0","0.00","0.01","115","[82,67,54,67,100,82,100,67,82,54,67,54]","2026-08-03","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"彼氏 話す こと ない line","2","2","260","22","0.00","https://zexy.net/contents/lovenews/article.php?d=20251217","23","0","0.00","0.33","105","[53,53,53,81,81,81,100,81,81,100,100,66]","2026-08-13","Sitelinks, Short videos, People also ask","informational","Organic"
"結婚 式 返信 用 はがき","4","4","260","15","0.00","https://zexy.net/mar/manual/guest_hagaki/","10","0","0.00","0.27","185","[100,100,67,54,54,54,67,67,44,44,44,44]","2026-07-20","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask","informational","Organic"
"地雷 診断","9","9","260","14","0.00","https://zexy.net/contents/lovenews/article.php?d=20240723","7","0","0.00","0.33","107","[54,44,35,54,44,100,81,67,67,67,44,54]","2026-07-02","Video, Short videos","informational","Organic"
"かっこいい 趣味 女子","4","4","260","15","0.00","https://zexy.net/contents/lovenews/article.php?d=20251023","13","0","0.00","0.33","139","[81,100,100,81,66,53,81,66,66,81,66,53]","2026-08-02","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"手 土産 渡す 時","9","9","260","19","0.00","https://zexy.net/article/app002110012/","0","0","0.00","0.02","127","[100,100,66,81,81,81,81,81,100,100,100,81]","2026-08-08","Sitelinks, AI overview, Video, Video Carousel, Short videos, People also ask, Related searches","informational","Organic"
"結婚 式 和装 女性","2","2","260","13","0.46","https://zexy.net/article/app002003018/","23","0","10.00","0.08","203","[28,36,44,54,54,54,82,82,100,82,100,100]","2026-08-09","Sitelinks, AI overview, Image, Image pack, Video, Short videos, People also ask, Feature_34","informational","Organic"
"笑い 方 練習","2","2","260","16","0.00","https://zexy.net/article/app002504007/","33","0","0.00","0.33","103","[54,82,82,54,54,67,82,44,67,67,82,100]","2026-07-22","Image pack, Video, Video Carousel, Short videos, People also ask, Related searches","informational","Organic"
"結婚 式 オフショル","10","10","260","20","0.14","https://zexy.net/article/app002212020/","1","0","0.00","0.96","174","[82,82,100,82,67,54,67,67,54,54,54,44]","2026-08-10","Sitelinks, AI overview, Short videos, People also ask, Feature_34","informational","Organic"
"初 顔合わせ 挨拶","1","1","260","14","0.02","https://zexy.net/mar/manual/kiso_yuino/chapter10.html","33","0","0.00","0.04","117","[54,82,82,82,82,54,100,100,54,36,44,44]","2026-08-07","AI overview, Video, Short videos, People also ask, Ads bottom","informational","Organic"
"夢 占い 追 われる","9","9","260","19","0.00","https://zexy.net/contents/lovenews/article.php?d=20231207","6","0","0.00","0.33","107","[67,67,82,100,67,54,67,54,54,54,44,44]","2026-07-26","Sitelinks, AI overview, Short videos, People also ask","informational","Organic"
"結婚 式 招待 状 line","5","5","260","25","0.37","https://zexy.net/article/app000101059/","1","0","0.00","0.3","104","[100,100,100,100,81,81,66,100,66,81,66,66]","2026-07-04","Sitelinks, Image, Short videos, People also ask","informational","Organic"
"けつ こん 祝","7","7","260","21","0.06","https://zexy.net/mar/manual/guest_gosyugi/chapter1.html","7","0","0.00","0.29","113","[23,23,23,29,29,44,54,67,100,67,81,67]","2026-07-24","Sitelinks, AI overview, Short videos, People also ask","informational","Organic"
"簡単 な 質問","3","3","260","24","0.00","https://zexy.net/contents/lovenews/article.php?d=20241017","13","0","0.00","0.33","123","[81,81,66,81,81,66,81,66,81,81,100,81]","2026-07-01","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"24 歳 若く ない","2","2","260","25","0.00","https://zexy.net/contents/lovenews/article.php?d=20101109","18","0","0.00","0.33","110","[53,53,53,66,66,66,81,81,100,100,100,66]","2026-08-17","Sitelinks, AI overview, Short videos, People also ask","informational","Organic"
"ブライダル ハンカチ ペア","9","9","260","19","0.21","https://zexy.net/article/app002506014/","6","0","1.00","1","180","[44,54,100,100,82,44,54,67,54,67,67,36]","2026-08-07","Sitelinks, Image, Short videos, People also ask, Feature_34","commercial","Organic"
"ザ グランド ハウス 鹿児島","7","7","260","29","10.36","https://zexy.net/wedding/c_7770077999/mapTel/","1","0","10.00","0.13","173","[44,54,54,67,54,54,100,82,67,54,82,54]","2026-08-06","Sitelinks, Image, Short videos, People also ask, Knowledge panel, Twitter","navigational","Organic"
"寿 封筒","2","2","260","22","0.00","https://zexy.net/mar/manual/guest_gosyugi/chapter2.html","13","0","0.00","0.56","129","[81,81,81,100,100,81,81,66,81,81,81,66]","2026-08-07","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"自然 な 出会い どこ","2","2","260","19","1.10","https://zexy.net/contents/lovenews/article.php?d=20241114","23","0","25.00","0.07","114","[100,82,100,67,54,54,54,54,54,67,100,67]","2026-08-01","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
"明治 神宮 神前 式","5","5","260","17","1.25","https://zexy.net/wedding/c_7770038442/","7","0","8.00","0.28","139","[54,44,82,67,67,100,82,100,67,82,54,67]","2026-07-13","AI overview, Image pack, Video, Video Carousel, Short videos, People also ask, Twitter","informational","Organic"
"2027 年 7 月 カレンダー","8","8","260","12","0.00","https://zexy.net/man/rokki/cal/2027/","7","0","0.00","0.09","109","[29,44,24,29,19,24,29,44,36,44,66,100]","2026-07-10","Image pack, Short videos","informational","Organic"
"結婚 式 友達 メッセージ","4","4","260","13","0.00","https://zexy.net/article/app002506020/","18","0","0.00","0","55","[82,100,82,82,44,67,54,67,67,67,54,67]","2026-07-20","Sitelinks, Video, Short videos, People also ask","informational","Organic"
"顔合わせ 婚姻 届","3","3","260","17","0.19","https://zexy.net/article/app000002037/","18","0","3.00","0.02","108","[100,100,100,81,81,66,100,81,81,81,81,81]","2026-08-09","Sitelinks, AI overview, Video, Short videos, People also ask","informational","Organic"
